NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	APOA4	0	15.297406196594238	0.12330045	Yes	
row_1	APOB	25	10.250494956970215	0.20418319	Yes	
row_2	ABCA1	32	9.782214164733887	0.28259537	Yes	
row_3	APOA1	193	7.33781099319458	0.3301497	Yes	
row_4	APOA2	528	6.020404815673828	0.35448137	Yes	
row_5	APOE	747	5.462871074676514	0.38272193	Yes	
row_6	CERT1	871	5.267955780029297	0.416273	Yes	
row_7	NPC2	1106	4.892934322357178	0.43876073	Yes	
row_8	OSBP	1218	4.72887659072876	0.46883595	Yes	
row_9	GRAMD1C	1222	4.7227559089660645	0.5066851	Yes	
row_10	STARD4	1703	4.161920070648193	0.5054611	Yes	
row_11	PITPNA	1754	4.100008487701416	0.5348862	Yes	
row_12	STARD5	2161	3.731006383895874	0.5355493	Yes	
row_13	PITPNC1	2292	3.6156768798828125	0.55527556	Yes	
row_14	GLTP	2587	3.4012157917022705	0.56139344	Yes	
row_15	PRELID1	2728	3.3008105754852295	0.57785743	Yes	
row_16	PLEKHA3	4008	2.5523924827575684	0.5057827	No	
row_17	PLEKHA8	4531	2.2893354892730713	0.48642287	No	
row_18	TRIAP1	4769	2.1784825325012207	0.48681423	No	
row_19	PITPNM2	4905	2.1116559505462646	0.49405557	No	
row_20	TNFAIP8L3	4993	2.0713789463043213	0.50444925	No	
row_21	GRAMD1A	5405	1.8976191282272339	0.48997268	No	
row_22	PLTP	5433	1.8875062465667725	0.5032306	No	
row_23	STARD3	5759	1.7623276710510254	0.49389315	No	
row_24	ABCG1	6176	1.6110687255859375	0.47674468	No	
row_25	GLTPD2	6182	1.6080820560455322	0.489344	No	
row_26	TTPA	6975	1.3574068546295166	0.4429145	No	
row_27	PITPNM1	7442	1.2201511859893799	0.4189933	No	
row_28	PITPNB	7645	1.1608211994171143	0.4137174	No	
row_29	OSBPL2	8009	1.056991457939148	0.39594215	No	
row_30	ABCG5	9695	0.6800122857093811	0.27936596	No	
row_31	MTTP	9814	0.6553767919540405	0.2761008	No	
row_32	PRELID2	10171	0.581868588924408	0.25500306	No	
row_33	ABCG8	10533	0.5171847343444824	0.23302174	No	
row_34	C2CD2L	10959	0.4300365746021271	0.20570198	No	
row_35	GRAMD1B	11842	0.30704712867736816	0.14428695	No	
row_36	STAR	13539	0.054986272007226944	0.021876115	No	
